Date and time of Verification,Supply,State,District/City,Name of vendor,Contact details,"Preferred mode of contact (voice call, whatsapp, etc)",Links,Misc Data ,"Status (out of stock, working number)"
NA,Oxygen Cylinder,West Bengal,Kharagpur,Your Pal Nandini ,9064256818,NA,NA,NA,No Reply
NA,Oxygen Cylinder,West Bengal,Murshidabad,Anirussha Ghosh,9434041123,NA,NA,NA,No Reply
NA,Oxygen Cylinder,West Bengal,Kolkata ,NA,8910925774,NA,NA,sale ,available
NA,Oxygen Cylinder,West Bengal,Kolkata ,NA,7059323029,NA,NA,NA,No Reply
NA,Oxygen Cylinder,West Bengal,Kolkata ,NA,9874843794,NA,NA,NA,No Reply
NA,Oxygen Cylinder,West Bengal,Kolkata ,NA,8013235245,NA,NA,NA,available
NA,Oxygen Cylinder,West Bengal,Kolkata ,NA,9830086636,NA,NA,NA,available
NA,Oxygen Cylinder,West Bengal,Kolkata , Oxygen Services,9143480005/ 9143480006/9143480008,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Howrah,NA,9804148878,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Birhum,"Mrinal, Prerna",7029177504,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Murshidabad,"Aniruddha Ghosh, Bengal Scientific Co.",9434041123,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Rana Ghat,"Subhash Nath, Manavi Kidana Ghat",7908653384,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Uttarpara / Hooghly,Liver Foundation,9831006738,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Bribhum,Covid Care Network,8637809471,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Siliguri,Lions Club Siliguri,9609531070,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Kolkata,Kamal Mondal,9903203326,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,"Kolkata, Belgachia",New life Analysis point,9804728740,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,"Kolkata, Belgachia",Saha Foundation,9830888878 / 8777494328,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Kolkata,Amil Dey,7687048300,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Bankura,River Foundation,9434626712,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Burdwan,Care Network,9883832512,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Kolkata ,Pradipta Kar,8910110440,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Kolkata ,Rajib Sen,9830173607,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Thakurpukur,Tanay Kar,9051880290,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Beleghata,Priyabrata Holder,8910986025,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Kolkata ,Clarion,9830922550,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,"Kamalgachi, South 34Pgs",Amitava Ghosh,9830186280,NA,NA,NA,NA
NA,Oxygen Cylinder,West Bengal,Howrah,Lasco Medicare,9831155513,NA,NA,NA,NA
NA,Oxygen Refill,West Bengal,North 24 Parganas,Halisahar,9333227269,NA,NA,NA,available
NA,Oxygen Refill,West Bengal,"Kolkata, Jadavpur",Prabal Chowdhury,9830083350,NA,NA,NA,No Reply
NA,Oxygen Refill,West Bengal,"Kolkata, Lake Town",Pranavanad,8335854941,NA,NA,NA,available
NA,Oxygen Refill,West Bengal,"Purba Burdwan, Katwa",Sukdev Dey,9749450067,NA,NA,NA,available
NA,Oxygen Refill,West Bengal,Howrah,Vinod Pandey,9830456192,NA,NA,NA,No Reply
NA,Oxygen Refill,West Bengal,Banker's,Bankura ,7866855988,NA,NA,NA,available
NA,Oxygen Refill,West Bengal,"South 24 Parganas, Batanagar",Shyam,8910581313,NA,NA,NA,No Reply
NA,Oxygen Refill,West Bengal,"North 24 Parganas, Taki",Malay Choudhury,8167707363,NA,NA,NA,No Reply
NA,Oxygen Refill,West Bengal,"Kolkata, Behala",Biswajit Biswas,9433484556,NA,NA,NA,No Reply
NA,Oxygen Refill,West Bengal,Mukndapur,Molina Sikdar,7890629585,NA,NA,NA,No Reply
NA,Oxygen Refill,West Bengal,Kestopur,Ujjwal Biswas ,9331030293,NA,NA,NA,available
NA,Oxygen Refill,West Bengal,West Bengal,Healthy Minds Yoga,7003425147,NA,NA,NA,available
NA,Oxygen Refill,West Bengal,Kolkata,Sadhu,7003103243,NA,NA,NA,available
NA,Oxygen Refill,West Bengal,Kolkata ,Life Agency Goria,9051653106,NA,NA,NA,available
NA,Oxygen Refill,West Bengal,Howrah,NA,7059323029,NA,NA,NA,available
NA,Oxygen Refill,West Bengal,Kolkata ,NA,9748847715,NA,NA,NA,NA
NA,Oxygen Refill,West Bengal,Kolkata,Govt Oxygen Control,7596056444,NA,NA,NA,NA
NA,Oxygen Refill,West Bengal,Raiganj,"Mrinal, Prerna",7029177504,NA,NA,NA,NA
NA,Oxygen Refill,West Bengal,Raiganj,"Chandan Ghosh, Sarkar Co.",7001144649,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata ,Supratik,8444967334,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata ,RTPCR Testimr,7003483962,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,South Kolkata ,Rahit Nabrun,8240709454,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,South Kolkata ,Thyrocare Satya,9875325221,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,South Kolkata ,Pivankuslt,8282859291,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,South Kolkata ,Avishek Medican,9830938616,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Sodhpur,Aditya,6289039383,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Baghajatin,Suraksha,9433825485,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Barrackpore,Private,7278577781 / 8145324563,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Sondhya Bazar,Pulse Diagnostics,8013733901,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Santragachi ,Sohan Clinic,9830257377,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Belaghata ,Sigma Pathology,9674261675,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Sealdah,Abhijit,9836641091,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata ,KMC,9830037493,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata ,Covid19 TelecomSultation ,8929408282,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata ,Dr. Ok Saha Hospital Pvt Ltd,7602942094 / 9564066675,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Sealdah,Bright Hunters,9433660630,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata ,Private Lab,9804469574,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata ,Sigma Pathology,9674261675,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,"Baidyabti, Bandel Chandanagar",Antara Diagnostic,9830914913,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Sondhya Bazar,Pulse Diagnostics,8013733901,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,West Bengal,Vidya Chakra Health Solution,8276844636 / 7980956256,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata,Suraksha,9433825485,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata ,Private Lab,7003157350,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata ,Debas Sh Karmakar,9123337983,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata ,Private Lab,9804469574,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata ,RT - PCR Test by Thryrocare,7977037524,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata ,R B Diagnostic Pvt Ltd,3340854085,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,Kolkata ,NA,9830318092,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,West Bengal,Be Sure Be Safe,9748122475 / 3340212525,NA,NA,NA,NA
NA,Home RTPCR,West Bengal,"Kolkata, Baisakhi, Saltlake, AG-64, Sec-2",Pathological test (Genex Laboratories),8276844636 / 7980956256,NA,NA,NA,NA
NA,Ambulance,West Bengal,Kolkata,Blubell Ambulance service,9830034475,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Halishar,9331911961,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Hindustan,8420004004,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Pritam,9477806725,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Private Service,9830034475,NA,NA,NA,Available
NA,Ambulance,West Bengal,Gloria,Meera Seva Society,3324118316,NA,NA,NA,Available
NA,Ambulance,West Bengal,Shibpur,Maa Radhika Service,8017892030,NA,NA,NA,Available
NA,Ambulance,West Bengal,South 24 Paraganas,Private Ambulance,7890751564,NA,NA,NA,Available
NA,Ambulance,West Bengal,South 24 Paraganas,Private Ambulance,9830152610,NA,NA,NA,Available
NA,Ambulance,West Bengal,Bankura,Private,9932004070 / 9432116763 / 9434190511,NA,NA,NA,Available
NA,Ambulance,West Bengal,North 24 Paraganas,Bhajan Mama,8116141991,NA,NA,NA,Available
NA,Ambulance,West Bengal,Barasat,Amir Biswas,7059459394,NA,NA,NA,Available
NA,Ambulance,West Bengal,Barasat,private ,9874536519,NA,NA,NA,Available
NA,Ambulance,West Bengal,New Barrackpore,private ,7003161306,NA,NA,NA,Available
NA,Ambulance,West Bengal,West Bengal,Medical,6290048230,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata,Antara Diagnostic,9830914913,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata,Quadra Med Service Pvt Ltd,9830777574 / 9830777685 / 7550845522,NA,NA,NA,Available
NA,Ambulance,West Bengal,West Bengal,Arghya Konar,9674082344,NA,NA,NA,Available
NA,Ambulance,West Bengal,West Bengal ,Dr.P.K Saha Hospital Pvt Ltd,7602942094 / 9564066675,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,The Golden Hour Ambulance,9831444428,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Kolkata Unique Amb,7947405072,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Lokonath Amb,8017892030,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Uttam Amb,9163424353,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Halishar Amb,9331911961,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Kolkata Air Amb,9163749117,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Poddar Amb,7003456588,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Somnath Amb,9007615873,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Private Service,9836909839 / 03340902929,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kasba ,Amit,7980129243,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,City Care,7947407555,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,EMSIS,7679599426,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Falcon Emergency,9205909876,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Private Service,8101484889,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Amir Ambulance ,7947239147,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Srirampur Ambulance,7947407051,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Gobinda,9831664489,NA,NA,NA,Available
NA,Ambulance,West Bengal,Bankura,Laltu Da Service ,9434190511,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Somnatg Roy,9007615873,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Ambulance Service KMC,(033)2219202 / 22411255,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Debjyoti Das,9051588789,NA,NA,NA,Available
NA,Ambulance,West Bengal,Bohowanipore,Dr. Nilanjana Sen,9933936672,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Midland Hospital Amb,8013545824,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Private,9163635162,NA,NA,NA,Available
NA,Ambulance,West Bengal,Belgharia,Private ,9674046178 / 9432362856 / 9051398820,NA,NA,NA,Available
NA,Ambulance,West Bengal,Kolkata ,Harinavi Amb,9830601342,NA,NA,NA,NA
NA,Food Service,West Bengal,Kolkata ,private ,9836981260 / 7003251050,NA,NA,NA,NA
NA,Food Service,West Bengal,Kolkata,private,7003171088 / 9831608717,NA,NA,NA,NA
NA,Food Service,West Bengal,Kolkata,The Home Kitchen ,8240451504 / 9836020493,NA,NA,NA,NA
NA,Food Service,West Bengal,"Siliguri, West Bengal ",Covid Care Center,9772227487 / 3532561959,NA,NA,NA,NA
NA,Food Service,West Bengal,Howrah,Shouryalaxmi Foundation ,7449362234 / 8582837383 / 9073420426,NA,NA,NA,NA
NA,Food Service,West Bengal,Kolkata,Food Delivery,9836199154 / 9123333573 / 03340055221,NA,NA,NA,NA
NA,Food Service,West Bengal,Kolkata,Home kitchen,8240451504 / 9836020493,NA,NA,NA,NA
NA,Food Service,West Bengal,"West Bengal, Salt Lake City ",New Donors & Falguni Abasik Samity,8902505754 / 9830927643 / 8017751759,NA,NA,NA,NA
NA,Food Service,West Bengal,New town,Mrs. Kitchen ,8910928400,NA,NA,NA,NA
NA,Food Service,West Bengal,Garia,Free Meals,9073508415,NA,NA,NA,NA
NA,Food Service,West Bengal,Barasat,Anusikha,9874715044,NA,NA,NA,NA
NA,Food Service,West Bengal,Ranaghat,Kantho,7479134353,NA,NA,NA,NA
NA,Food Service,West Bengal,"Has a, Jadavpur ",Free Home Delivery,8777487250 / 6290356764,NA,NA,NA,NA
NA,Food Service,West Bengal,Lakedown,Rajiv,9830977012,NA,NA,NA,NA
NA,Food Service,West Bengal,Kolkata ,Food Service,8101484889,NA,NA,NA,NA
NA,Food Service,West Bengal,Kolkata ,Food Service for Covid,8335088799,NA,NA,NA,NA
NA,Food Service,West Bengal,Kolkata ,Salt lake,8240219380,NA,NA,NA,NA
NA,Food Service,West Bengal,Kolkata ,Free meal,9830977012,NA,NA,NA,NA
NA,Food Service,West Bengal,Kolkata,Helping Hand,9113711476 / 9830221333 / 9433031076,NA,NA,NA,NA
NA,Medicine,West Bengal,Hooghly,Niramoy Medicine,9748428821 / 842008427,NA,NA,NA,NA
NA,Medicine,West Bengal,Barasat,NA,9007915501 / 9830070024,NA,NA,NA,NA
NA,Medicine,West Bengal,Dankuni,NA,9903374257,NA,NA,NA,NA
NA,Medicine,West Bengal,Barrackpore,NA,8910645508,NA,NA,NA,NA
NA,Medicine,West Bengal,Belaghata,NA,8697471310,NA,NA,NA,NA
NA,Medicine,West Bengal,Belaghata,Home Delivery Medicine,9830560234,NA,NA,NA,NA
NA,Medicine,West Bengal,Kolkata ,Private Drug ,7507946363 / 8657311088 / 9662612576,NA,NA,NA,NA
NA,Medicine,West Bengal,Kolkata ,Swastho Bhawan Medicine,7596056441 / 2 / 3 /4,NA,NA,NA,NA
NA,Medicine,West Bengal,Baidyapur,Annada Medical Store,8159848586,NA,NA,NA,NA
NA,Medicine,West Bengal,NA,Pan India,8099859100,NA,NA,NA,NA
NA,Medicine,West Bengal,Kolkata ,Private Service,8017751759,NA,NA,NA,NA
NA,Medicine,West Bengal,Kolkata ,Gautam & Gautam,8240675876,NA,NA,NA,NA
NA,Medicine,West Bengal,Jhargram,Human,9647089707,NA,NA,NA,NA
NA,Medicine,West Bengal,Malta,Mijanur,9083904136,NA,NA,NA,NA
NA,Medicine,West Bengal,Coochbehar,Tanmay,8371084731,NA,NA,NA,NA
NA,Medicine,West Bengal,Chanpadangal,Bandana Pharmacy,3212256336,NA,NA,NA,NA
NA,Medicine,West Bengal,Highly,Medical Supplies,7003767721,NA,NA,NA,NA
NA,Medicine,West Bengal,Birbhum,Shubham,9475337966,NA,NA,NA,NA
NA,Medicine,West Bengal,Paschim Mednipur,Piu,9609425842,NA,NA,NA,NA
NA,Medicine,West Bengal,Purbo Burdwan,Prajna,8388026821,NA,NA,NA,NA
NA,Medicine,West Bengal,Barasat,Medicine,9007915501 / 9830070024,NA,NA,NA,NA
NA,Medicine,West Bengal,Kolkata ,Amar Medical,022343663 / 30224663,NA,NA,NA,NA
NA,Medicine,West Bengal,Kolkata ,King Enterprise,8420010161,NA,NA,NA,NA
NA,Medicine,West Bengal,Kolkata ,South End Pharma,03623202840 / 9434741847,NA,NA,NA,NA
NA,Medicine,West Bengal,Belaghata,Murari,8697471310,NA,NA,NA,NA
NA,Medicine,West Bengal,Hooghly,Niramoy Medicine,9748428821 / 8420083427,NA,NA,NA,NA
NA,Medicine,West Bengal,Kolkata ,Private,8657311088 / 7507946363 / 9662612576,NA,NA,NA,NA
NA,Oxygen Concentrator,Chhattisgarh,Chhattisgarh ,IAR Education,9819737902,NA,NA,NA,NA
NA,Oxygen Concentrator,Chhattisgarh,Chhattisgarh ,NA,7999528091,NA,NA,NA,NA
NA,Oxygen Concentrator,Chhattisgarh,Chhattisgarh ,Devesh,7987051272,NA,NA,NA,NA
NA,Oxygen Concentrator,Chhattisgarh,Chhattisgarh ,Ashish,7509072222,NA,NA,NA,NA
NA,Oxygen Concentrator,Chhattisgarh,Raipur,NA,9300227000,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Home Health Care Service,8889702488,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Chubey Colony Trust,9425211223,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Machinery Association,9329651553,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Iron Steel Traders Association (Sanjay Jain),9425208709,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Terapanth Jain Yuvak Parishad (Anil Duggad),9827190850,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,JCI India Homefirst (Devarsh Patel),9754430000,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,"Raipur, Gurudwara",Tatibandh ( Avneet Singh),9575561000,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Khalsa Relief ( Harinder Sandhu),7224810051,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Mahavir Janm Kalyanak Samiti ( Pankaj Kankaria),9229301500,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Drug,Sandipani Academy,8878210058,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Rajnadgaon,Sindhi Samaj,7000501956,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Raipur Machinery,9329651553,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Vishwa Hindu Parishad,9826123695,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Nilesh,9826182828,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Ashadeep Sewa Samiti,9827193145,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Jawahar Khanna,9755555777,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Ashok Agarwal,9301014000,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Dhawal Shah Vishwa Hindu Paris,9826123695,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Mahesh Khupchandani,9329651553,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Naththulal,9425208821,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Jagjit Singh,9329535300 / 9826414145,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Pandri,7987648186,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Manjit Singh Saluja,7000428600,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,NA,MM Charitable Trust (Tharani Family),9303656143,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,NA,Vidyasagar Sewa Sansthan (Naveen Modi),9827404773,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Balod ,Manoj Chandak,9425554527,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Bilaspur,Team Saath,9190960000,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,NA,Shweta Gas,8233817111 / 9300984747,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,NA,Pravin Bhutada,9907151000 / 9589000900,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,NA,Agrawal Samaj Sangathan ( Desndayal Goyal),9856832400,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,NA,8103234402,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Lahar Chawl,9820132853,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Rajesh Pillal,7822989954,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Oxy Cylinder,8103234402,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Malabar Hill Sewak Jatha,9987511755 / 9892229049 / 9833224206 / 9867984360,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Mulund East Vyapaari Association,9821404173,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Bilaspur,Santram Jothmulani,9301159353,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,"Raipur, Bhilai",Sdaru Rahat Covid Centre,7898512050,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Bhilai,Sukhbir Singh,9981360962,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Lovely Arora (Gurudwara),9300492290,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Balod ,NA,9993400137,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Rakesh ,9329535300 / 9826414145 ,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Anmol Jain,8319999317,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Ashish,9340820833,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Jagdalpur,Parish Pandey,8839685457,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Bhilai,Oxy Cylinder Kumbari,8234025168,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Surya Prakash Sahu ,9770114659,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Rajnandgaon,Covid Care Centre,9479145220,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,"Sanjay Rehjaru, Credai Oxygen Bank",9754510000,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,"Goldy Lunia, GIG Group",8982568000,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,"Rajiv Gupta, CG private school Association",9893021776,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,"Durg, Bhilai","Srijan, Ek Soch Foundation",8234025168,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,"Durg, Bhilai",Atul (Gurudwara),7884036141,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,"Durg, Bhilai",Sandipani Academy,8878210058,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Olive Trust,9867118211,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Rakhangi,2261550550,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Raigarh,7974264662,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Mahiwar,9770030669,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Raipur,Jaspal,9827119004,NA,NA,NA,NA
NA,Oxygen Cylinder,Chhattisgarh,Chhattisgarh ,Oxy Support ,7208039143,NA,NA,NA,NA
NA,Oxygen Refill,Chhattisgarh,Raipur,Lupin Gases Pvt. Ltd.,9893600003,NA,Kamal Kedia,NA,NA
NA,Home RTPCR,Chhattisgarh,Bhilai,Gyani Path Labs,7024130501,NA,NA,NA,NA
NA,Home RTPCR,Chhattisgarh,Bhilai,Shashwat Lab,9977185814,NA,NA,NA,NA
NA,Home RTPCR,Chhattisgarh,Bhilai,Harsh Sahu ,8839712660,NA,NA,NA,NA
NA,Home RTPCR,Chhattisgarh,Bhilai,SRL Diagnostic ,9993679555,NA,NA,NA,NA
NA,Home RTPCR,Chhattisgarh,Dhamtari,NA,9827168201,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,Jagdalpur,Ambulance Service,9009937927,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,Jagdalpur,Manzoor Raza,8319684316,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,Bilaspur,Abhishek Shrivastava,8319223398,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,Bhilai,IIT Bhailai & Sumit Foundation,7804050607,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,"Durg, Bhilai",Ashish,9691291010,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,"Durg, Bhilai",Parvin,9907151000,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,"Durg, Bhilai",Prabhat,9993570404,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,"Durg, Bhilai",Raju,9893338080,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,"Durg, Bhilai",Others,7898254486,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,"Durg, Bhilai",Others,7999059893,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,"Durg, Bhilai",Others,7828176811,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,Bhilai,Others,8839943953,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,Raipur,NA,7772087378,NA,NA,24/7 With Oxygen and Ventilator Support ,NA
NA,Ambulance,Chhattisgarh,Dhamtari,NA,9827177444,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,Bilaspur,NA,8319223398,NA,NA,NA,NA
NA,Ambulance,Chhattisgarh,Raipur,NA,8103234402,NA,NA,NA,NA
NA,Food Service,Chhattisgarh,Durg & Bhilai,Deepika tiffin,9827495472,NA,NA,only Lunch,NA
NA,Food Service,Chhattisgarh,Durg & Bhilai,Raul Bansal,9993035999,NA,NA,Lunch & Dinner,NA
NA,Food Service,Chhattisgarh,Durg & Bhilai,Sushma Singh,9928829900,NA,NA,Lunch & Dinner,NA
NA,Food Service,Chhattisgarh,Bilaspur,Covid Meals,7898760003,NA,NA,Lunch & Dinner,NA
NA,Food Service,Chhattisgarh,Bilaspur,Apurva ,7000657472,NA,NA,NA,NA
NA,Food Service,Chhattisgarh,Naya Raipur,Nidhi Venkat,9445992889,NA,NA,Lunch & Dinner,NA
NA,Food Service,Chhattisgarh,Naya Raipur,Amma ki Rasoi,9111152575,NA,NA,Lunch & Dinner,NA
